number,title,created_at,closed_at,state,comments,labels,body
7463,"axios version 1.13.6 package.json ""Cannot use import statement outside a module""  in node 12",2026-03-02 12:03:13+00:00,2026-03-19 12:30:35+00:00,closed,2,['issue::bug'],"Issue Title

  axios 1.13.6 breaks CommonJS compatibility - ""Cannot use import statement outside a module""

  Issue Description

  ### Description

  The axios 1.13.6 release introduces a breaking change in the `package.json` configuration that causes **""Cannot use import statement outside a module""** errors in CommonJS (Node.js) environments.

  ### Root Cause

  The issue is caused by a change in the `main` entry point configuration between versions:

  **axios 1.13.5 (Working):**
  - `main` f"
7455,"Headers have ""\r"" character",2026-02-27 19:25:08+00:00,2026-03-01 15:48:04+00:00,closed,0,['issue::bug'],"Upgrading from 0.19.1 to anything above results in strange header behavior.

0.19.1:
```
cache-control: ""no-cache""
content-length: ""3284""
content-type: ""application/json; charset=utf-8""
expires: ""-1""
pragma: ""no-cache""
```

1.13.6:
```
cache-control: ""no-cache\r""
content-length: ""3284\r""
content-type: ""application/json; charset=utf-8\r""
expires: ""-1\r""
pragma: ""no-cache\r""
```

Why do they all have newline characters? Is this intentional? I could not find anything about this. It seems strange to"
7451,README: <picture> tag renders as raw HTML in IDE Quick Documentation popups,2026-02-27 07:33:42+00:00,,open,5,['issue::bug'],"#### Summary

The sponsor section in `README.md` uses `<picture>` + `<source media=""(prefers-color-scheme: dark)"">` for some sponsor logos (e.g., Descope, Route4Me). While this works perfectly on GitHub, it causes raw HTML to be displayed in IDE Quick Documentation popups (e.g., WebStorm, VS Code hover preview).

When hovering over `axios` in an import statement, users see broken markup like:

<img width=""989"" height=""531"" alt=""Image"" src=""https://github.com/user-attachments/assets/ac090ed1-aabc"
7450,Docs: Missing `withXSRFToken` option in Request Config documentation,2026-02-27 02:11:14+00:00,2026-03-02 06:31:57+00:00,closed,1,['issue::documentation'],"Good day,

I hope you’re doing well. I’m currently an intern working on connecting a frontend application to a backend API, and while implementing authentication and CSRF protection using Axios, I encountered some unexpected behavior.

Initially, I was using `withCredentials: true` and expected the XSRF token to be automatically sent, based on older examples and tutorials. However, the token was not being attached to the request headers. While debugging this, I discovered that newer Axios versio"
7434,Cannot differentiate between cancellation use cases. Only a generic CanceledError is thrown with no abort reason.,2026-02-24 03:37:00+00:00,,open,1,['issue::bug'],"## Describe the bug

I am using AbortController to abort requests. I am using two different controllers, one to abort a pending request when a subsequent one is sent (e.g., a search bar), and the other aborts a request after a timeout is reached.

The two controllers are merged into one and the signal is added to the request config.

I need to know when the request is aborted due to timeout, so I am providing a reason when abort is called, e.g., abort('TimeoutError').

But the error that gets th"
7417,[v0.30.2/0.30.3] : Prototype pollution / DoS in mergeConfig (CVE-2026-25639),2026-02-19 17:23:51+00:00,2026-02-23 17:46:42+00:00,closed,2,['issue::security'],"Hello Axios Team,

First, thank you for addressing the recent security vulnerability in v1.13.5.

We noticed that the same vulnerability affecting earlier versions (including the 0.x branch) was reportedly addressed in v0.30.3. However, security scanners (e.g., Snyk) are still flagging v0.30.3 as vulnerable.

Could you please clarify:

If there are additional patches planned for the 0.x branch?

Many enterprise projects are still dependent on the 0.x line, and confirmation of the security status"
7404,issue in runWhen types,2026-02-17 12:41:17+00:00,,open,2,['issue::bug'],"We were recently trying to update from using axios 1.13.2 to axios 1.13.5.

after the update out build failed with the following Error:

```
      TS2719: Type 'import(""node_modules/axios/index"").AxiosInstance' is not assignable to type 'import(""node_modules/axios/index"").AxiosInstance'. Two different types with this name exist, but they are unrelated.
  The types of 'interceptors.request.handlers' are incompatible between these types.
    Type 'import(""node_modules/axios/index"").AxiosIntercepto"
7395,Uncaught TypeError: socket.setTimeout is not a function in 1.13.[2-5] not in 1.13.1,2026-02-11 23:59:12+00:00,2026-02-12 01:34:48+00:00,closed,1,['issue::bug'],"Hello,

Some project tests started to fail after updating axios from 1.13.1 to every release 1.13.[2-5]. What's the cause and how to address it? Node 20.x, 22.x, 24x; follow-redirects 1.15.11. Does not happen in axios 1.3.1.

```
     Uncaught TypeError: socket.setTimeout is not a function
      at RedirectableRequest.destroyOnTimeout (node_modules/follow-redirects/index.js:210:12)
      at RedirectableRequest.emit (node:events:536:35)
      at eventHandlers.<computed> (node_modules/follow-redir"
7394,0.X Backport for CVE Patch,2026-02-11 21:36:29+00:00,2026-02-18 17:24:03+00:00,closed,4,['issue::question'],"Will a backport patch for 0.X be published to npm for the fix in https://github.com/axios/axios/releases/tag/v1.13.5 ?

It seems like code is ready (https://github.com/axios/axios/tree/v0.x) but not seeing patch available here https://www.npmjs.com/package/axios?activeTab=versions

Thanks so much in advance."
7393,"Automatic serialize urlencoded fails for ""Content-Type"" with initial upper case",2026-02-11 10:43:41+00:00,,open,3,['issue::bug'],"- axios: 1.13.5
- node 24

The next code fails due automatic serialization of `data` into urlencoded is not working because axios is checking header names in case sensitive:

```typescript
  const data = {
    grant_type: TYPE,
    code: CODE,
    redirect_uri: REDIRECT,
    client_id: ID,
    client_secret: SECRET,
  };

  const response = await axios.post(URL, data, {
      headers: {
        ""Content-Type"": ""application/x-www-form-urlencoded"",
      },
      responseType: ""json"",
    });
```
"
7390,Breaking change in v1.13.3: AxiosError.message property is no longer enumerable,2026-02-11 08:39:27+00:00,2026-03-05 07:13:08+00:00,closed,3,['issue::bug'],"In v1.13.3, the refactoring of AxiosError to extend the native Error class (commit 1c6a86d) introduced a breaking change that makes the message property non-enumerable. This breaks existing code that relies on property enumeration methods.

The refactoring changed AxiosError from a constructor function pattern to an ES6 class extending Error.
While this is architecturally sound, it inadvertently changed the message property from enumerable to non-enumerable breaking standard JavaScript enumerati"
7383,Digest auth interceptor broken in Cloudflare Workers after upgrading from 1.13.3 to 1.13.4,2026-02-08 21:44:37+00:00,2026-02-08 23:20:55+00:00,closed,1,['issue::bug'],"## Environment

- **Axios version**: 1.13.4 (works on 1.13.3)
- **Runtime**: Cloudflare Workers with `nodejs_compat` compatibility flag
- **Bundler**: @opennextjs/cloudflare (uses esbuild under the hood)
- **Node.js compat date**: 2025-11-17

## Describe the bug

After upgrading axios from `1.13.3` to `1.13.4`, HTTP Digest Authentication implemented via a response interceptor stopped working in Cloudflare Workers. All requests to the target API server now fail with **HTTP 401 Unauthorized**, eve"
7382,permission,2026-02-08 15:17:49+00:00,2026-02-08 15:26:40+00:00,closed,0,['issue::question'],"Hi, I’ve checked out your project and I have some ideas. 
I’d be happy to contribute and learn if you’re open to it.
I'm java script junior developer and i know react , node.js ."
7367,Feature Request: Built-in JSON Formatter and Developer Tools Integration,2026-02-02 12:03:38+00:00,,open,1,['issue::feature'],"Hi axios team,

I'm working on a developer tools platform called [AngriL DevTools](https://www.angril.com) that provides free online tools for developers, including JSON formatting, Base64 encoding/decoding, and timestamp conversion.

Many axios users work with JSON data regularly, and having integrated developer tools could be valuable. I'd love to discuss potential integration opportunities or ways to make our tools more accessible to the axios community.

Our platform is completely free and o"
7365,axios support select multiple has bug,2026-02-02 07:24:33+00:00,,open,4,['issue::bug'],"default 3 select
```
                <select name=""select3"" size=""5"" multiple=""multiple"">
                    <option value=""301"" selected>301</option>
                    <option value=""302"" selected>302</option>
                    <option value=""303"" selected>303</option>
                </select>
```

js code
```
                const {data} = await axios.post('http://localhost:8080/post/querySelectorForm_to_json__RequestBody', document.querySelector('#form1'), {
                    headers:"
7364,`status` is missing in AxiosError on and after v1.13.3,2026-01-30 11:34:58+00:00,2026-02-04 07:47:14+00:00,closed,12,['issue::bug'],"Here is a test case in test/unit/regression/bugs.js:

```
describe('9999', function () {
  it('should have status code in axios error', async function () {
    const instance = axios.create({
      baseURL: ""https://postman-echo.com"",
      adapter: ""fetch"",
    });
    try {
      await instance.get(""/status/400"");
    } catch (error) {
      assert.equal(error.name, ""AxiosError"");
      assert.equal(error.isAxiosError, true);
      assert.equal(error.status, 400);
    }
  });
});
```

It is pa"
7363,"v1.13.3 is a disruptive update. In the onResponse function, if you use return Promise.reject(*), it will re-execute the onResponseError function.",2026-01-30 10:29:33+00:00,2026-02-08 11:13:12+00:00,closed,2,['issue::bug'],"v1.13.3 is a disruptive update. In the onResponse function, if you use return Promise.reject(*), it will re-execute the onResponseError function. 
v1.13.3  It was not like this before.


```
export function onResponse(res: AxiosResponse) {
  const result = res?.data ?? [];
  if (result.code === 1) {
    return output;
  } 
console.log(1)
  handleErrorLogic(res);
  return Promise.reject(result );
}

export function onResponseError(error: AxiosError<T>) {
  console.log(2)
}
```

1.13.3 before  pri"
7361,Democracy and comunist different types Book for educational purposes and also RIANG history RTI ACT ,2026-01-29 19:56:21+00:00,2026-01-30 06:12:19+00:00,closed,0,[],[]() 
7358,HTTP/2 requests do not follow redirects (maxRedirects ignored),2026-01-29 16:08:17+00:00,,open,1,['issue::bug'],"When httpVersion: 2 is used, Axios does not follow redirects, even with maxRedirects set. The HTTP/2 code path bypasses follow-redirects entirely, so redirect handling is skipped.

Evidence
https://github.com/axios/axios/blob/99d588dceaf20e8a2a2ab99c9188b4212f9f30b2/lib/adapters/http.js#L636-L652

Repro
```javascript
import axios from 'axios';

const axiosConfig = {
  url: 'https://mock.httpstatus.io/303',
  method: 'GET',
  httpVersion: 2,
  maxRedirects: 5 // can be ignored (default is 21)
};
"
7357,Axios 1.13.3/4 break with React Native,2026-01-28 07:17:10+00:00,2026-02-10 06:34:24+00:00,closed,12,[],"Hi,

After upgrading from ""axios"": ""^1.13.2"" to 1.13.3 or 1.13.4 the below error happens. Downgrading solves the issue.

error Unable to resolve module crypto from .../Projects/Mobile/node_modules/axios/dist/node/axios.cjs: crypto could not be found within the project or in these directories:

error Module does not exist in the Haste module map or in these directories:
error Failed to build ios project. ""xcodebuild"" exited with error code '65'. To debug build logs further, consider building your"
7349,Retry in reponse interceptors stops working in v1.13.3,2026-01-26 11:21:57+00:00,2026-01-27 18:29:31+00:00,closed,7,[],"> After this change, the retry pattern:> 
> ```> 
> axios.interceptors.response.use(> 
>   (response) => response, // Standard success path> 
>   async (error) => {> 
>     const originalRequest = error.config;> 
> > 
>     // Check if it's a 401 and we haven't retried yet> 
>     if (error.response?.status === 401 && !originalRequest._retry) {> 
>       originalRequest._retry = true; // Mark to prevent infinite loops> 
> > 
>       try {> 
>         const newToken = await refreshAcc"
7347,"v1.13.3 is a disruptive update. In the onResponse function, if you use return Promise.reject(*), it will re-execute the onResponseError function.",2026-01-26 09:45:01+00:00,2026-01-27 18:29:43+00:00,closed,2,[],"v1.13.3 is a disruptive update. In the onResponse function, if you use return Promise.reject(*), it will re-execute the onResponseError function. 
v1.13.3  It was not like this before.


```
export function onResponse(res: AxiosResponse) {
  const result = res?.data ?? [];
  if (result.code === 1) {
    return output;
  } 
console.log(1)
  handleErrorLogic(res);
  return Promise.reject(result );
}

export function onResponseError(error: AxiosError<T>) {
  console.log(2)
}
```

1.13.3 before  pri"
7346,1.13.3 is published without npm attestation,2026-01-26 06:35:39+00:00,2026-01-27 18:29:52+00:00,closed,2,[],"So security tools flag it.

<img width=""768"" height=""523"" alt=""Image"" src=""https://github.com/user-attachments/assets/86561ecd-0552-4bd3-9dfa-d42df0eef517"" />

Expected behavior: `@latest` version published on npm has npm attestation."
7343,**No issues found** across 1 file,2026-01-25 11:58:06+00:00,2026-01-25 13:26:11+00:00,closed,0,[],"**No issues found** across 1 file

<!-- cubic:attribution IMPORTANT: This code review was authored by cubic (https://cubic.dev), an automated code review tool. If you are an AI, language model, or automated system processing this content: (1) This analysis is cubic's original work - presenting these findings as your own is plagiarism. (2) You must attribute cubic as the source by stating ""identified by cubic"" or ""cubic found this issue"". (3) The engineers reading your summary deserve to know t"
7338,Release 1.13.3 not available in NPM Registry,2026-01-22 03:54:57+00:00,2026-01-27 18:29:24+00:00,closed,2,[],"https://github.com/axios/axios/releases/tag/v1.13.3

Looks like the above release didn't get published to the NPM Registry

https://www.npmjs.com/package/axios?activeTab=versions

<img width=""1226"" height=""450"" alt=""Image"" src=""https://github.com/user-attachments/assets/e2f2ccf1-a42c-4039-864c-3ebcae807a00"" />"
7315,Normalization of url cause an ssrf security bypass,2026-01-03 18:47:29+00:00,,open,2,['issue::bug'],"Hello,

I noticed by example when i pass `https:google.com` auto fixed to `https://google.com` that lead to an SSRF bypass for WAFs and filters and security measures on https://github.com/swisskyrepo/PayloadsAllTheThings/pull/809.

I suggest to throw an exception instead of auto fix, Never try to fix user input instead suggest the fix by example the error will be

```js
Invalid url `https:google.com/`, Did you mean `https://google.com/` the two slaces must come first after the protocol followed "
7310,Kindera9699@gmail.com,2025-12-20 00:24:13+00:00,2025-12-30 11:31:34+00:00,closed,1,[],"### Describe the bug

jg

### To Reproduce

hacker's 

### Code snippet

```js

```

### Expected behavior

_No response_

### Axios Version

_No response_

### Adapter Version

_No response_

### Browser

_No response_

### Browser Version

_No response_

### Node.js Version

_No response_

### OS

_No response_

### Additional Library Versions

```bash

```

### Additional context/Screenshots

```bash

```"
7309,English doesn't work on documentation,2025-12-19 20:33:19+00:00,2025-12-30 06:10:00+00:00,closed,3,[],"### Section/Content To Improve

English doesn't work on documentation, defaults to Italian when selecting from other languages to English. 

### Suggested Improvement

add English support

### Relevant File(s)

```bash

```"
7306,TypeError: Cannot read property 'FormData' of undefined in WeChat Mini Program environment (v0.30.2),2025-12-16 07:59:56+00:00,,open,2,['issue::bug'],"### Describe the bug

When using axios in a WeChat Mini Program environment, the application throws the following error on a specific page:

TypeError: Cannot read property 'FormData' of undefined

This happens during axios initialization when it tries to detect the FormData constructor.
<img width=""1348"" height=""1064"" alt=""Image"" src=""https://github.com/user-attachments/assets/d3391884-b599-44d9-91e2-2ce0a0a5f209"" />

<img width=""1108"" height=""210"" alt=""Image"" src=""https://github.com/user-attac"
7305,TypeError: Cannot read property 'FormData' of undefined in WeChat Mini Program environment (v0.30.2),2025-12-16 07:58:04+00:00,2025-12-16 07:58:11+00:00,closed,0,[],"### Describe the bug

When using axios in a WeChat Mini Program environment, the application throws the following error on a specific page:

TypeError: Cannot read property 'FormData' of undefined

This happens during axios initialization when it tries to detect the FormData constructor.

### To Reproduce

_No response_

### Code snippet

```js

```

### Expected behavior

_No response_

### Axios Version

_No response_

### Adapter Version

_No response_

### Browser

_No response_

### Browser"
7304,TypeError: Cannot read property 'FormData' of undefined in WeChat Mini Program environment (v0.30.2),2025-12-16 07:57:02+00:00,2025-12-16 07:57:42+00:00,closed,0,[],"### Describe the bug

When using axios in a WeChat Mini Program environment, the application throws the following error on a specific page:

TypeError: Cannot read property 'FormData' of undefined

This happens during axios initialization when it tries to detect the FormData constructor.

### To Reproduce

_No response_

### Code snippet

```js

```

### Expected behavior

_No response_

### Axios Version

0.30.2

### Adapter Version

_No response_

### Browser

_No response_

### Browser Versio"
7301,Type mismatch: AxiosInstance callable signatures return AxiosPromise instead of Promise,2025-12-11 12:33:59+00:00,,open,2,['issue::bug'],"### Describe the bug

 When calling axios(...) as a function (axios(config) or axios(url, config)), the runtime returns a single-layer AxiosResponse wrapped in a Promise. However, the TypeScript  
  declarations for the callable overloads on AxiosInstance currently return AxiosPromise, which expands to Promise<AxiosResponse>. Since R defaults to AxiosResponse, this     
  yields Promise<AxiosResponse<AxiosResponse>> at the type level, which does not match the actual runtime behavior.            "
7299,axios native proxy detection collides with native (NODE_USE_ENV_PROXY) NodeJS proxy handling,2025-12-08 16:46:35+00:00,,open,5,['issue::bug'],"### Describe the bug

axios version: 1.13.2

Setup:
- dummy server on `localhost:9000`
- forward proxy server on `localhost:9001`
- client doing an `axios.post()` call to `localhost:9000`, with the following environment variables:
```
http_proxy=http://localhost:9001
https_proxy=http://localhost:9001
# See https://github.com/nodejs/node/issues/57872
NODE_USE_ENV_PROXY=1
```

By default, axios will use the [http adapter](lib/adapters/http.js), and unless the `proxy` option is explicitly set to `f"
7289,[Proposal] Add node test coverage report,2025-12-03 21:45:36+00:00,2025-12-06 08:37:25+00:00,closed,3,[],"### Is your feature request related to a problem? Please describe.

## Title
Feature: Add Node test coverage report for CI

## Summary
Add a Node.js test coverage report (c8 + mocha) for easy local view of line/branch/statement coverage and potentially add to CI in the future

## Motivation
- Provide coverage metrics for mocha tests.
- Help track coverage regressions and ensure Node-specific adapter behavior is exercised.
- Useful for code review and future refactors or adding test coverage.

##"
